Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-7B,8,4,2,32,32,1664,0.048792,0.0038090618387858,0.00761,0.0602110618387858,0.0332945,2.1100484788411458,1895.6910422251672,75.04844868499767,192.2662749144267,1.0
Llama2-7B,8,2,4,32,32,1664,0.035989,0.0040872168477376,0.00761,0.0476862168477376,0.0186065,1.694565439127604,1180.243591554446,83.70946892585458,145.3733587447806,1.0
Llama2-7B,8,1,8,32,32,1664,0.0300125,0.0042958331044514,0.00761,0.0419183331044515,0.0112625,1.5026491593424478,665.4913382692706,98.47646213059654,102.53692433423215,1.0
Llama2-7B,8,8,1,32,32,1792,0.076354,0.0032527518208821,0.00805,0.0876567518208821,0.0623185,3.0173345582682294,2651.346692092217,73.96277822532599,242.1706073857492,1.0
Llama2-7B,8,4,2,32,32,1792,0.049648,0.0038090618387858,0.00805,0.0615070618387858,0.0332945,2.151520478841145,1859.150326170488,75.28454131507989,189.54575540575635,1.0
Llama2-7B,8,2,4,32,32,1792,0.036845,0.0040872168477376,0.00805,0.0489822168477376,0.0186065,1.736037439127604,1152.0488872665342,83.94688656864186,142.39870838757267,1.0
Llama2-7B,8,1,8,32,32,1792,0.0308685,0.0042958331044514,0.00805,0.0432143331044515,0.0112625,1.5441211593424478,647.6175745340103,98.71652979879389,99.9365552654748,1.0
Llama2-7B,8,8,1,32,32,1920,0.0772155,0.0032527518208821,0.00849,0.0889582518208821,0.0623185,3.0589825582682293,2615.2486480763105,73.91264672180044,239.3063786474233,1.0
Llama2-7B,8,4,2,32,32,1920,0.0505095,0.0038090618387858,0.00849,0.0628085618387858,0.0332945,2.1931684788411454,1823.8452898582475,75.52068979179445,186.89724158770744,1.0
Llama2-7B,8,2,4,32,32,1920,0.0377065,0.0040872168477376,0.00849,0.0502837168477376,0.0186065,1.7776854391276038,1125.0584360872622,84.18436005806142,139.53887270441007,1.0
Llama2-7B,8,1,8,32,32,1920,0.03173,0.0042958331044514,0.00849,0.0445158331044514,0.0112625,1.5857691593424477,630.6088084186594,98.95665331362348,97.45967274033198,1.0
Llama2-7B,8,8,1,32,32,2048,0.0780665,0.0032527518208821,0.00893,0.0902492518208821,0.0623185,3.1002945582682293,2580.399974790996,74.43365105287928,238.3661719587764,1.0
Llama2-7B,8,4,2,32,32,2048,0.0513605,0.0038090618387858,0.00893,0.0640995618387858,0.0332945,2.234480478841146,1790.1252832043062,75.75673915533828,184.375004028724,1.0
Llama2-7B,8,2,4,32,32,2048,0.0385575,0.0040872168477376,0.00893,0.0515747168477376,0.0186065,1.818997439127604,1099.506770586332,84.42173443431018,136.84389294286163,1.0
Llama2-7B,8,1,8,32,32,2048,0.032581,0.0042958331044514,0.00893,0.0458068331044514,0.0112625,1.6270811593424477,614.5974921153472,99.19667771528232,95.14429202917567,1.0
Llama2-7B,8,8,1,32,32,2176,0.081456,0.0032527518208821,0.00937,0.0940787518208821,0.0623185,3.2228385582682293,2482.2838176227933,76.3779195763922,234.41465200965,1.0
Llama2-7B,8,4,2,32,32,2176,0.05475,0.0038090618387858,0.00937,0.0679290618387858,0.0332945,2.3570244788411454,1697.0549249308772,77.70167018520368,177.4010734822002,1.0
Llama2-7B,8,2,4,32,32,2176,0.041947,0.0040872168477376,0.00937,0.0554042168477376,0.0186065,1.941541439127604,1030.1093552237874,86.36799047688068,128.68618506222236,1.0
Llama2-7B,8,1,8,32,32,2176,0.0341625,0.0042958331044514,0.00937,0.0478283331044514,0.0112625,1.6917691593424475,591.0971922367219,99.98549121769187,91.46129822328209,1.0
Llama2-7B,8,8,1,32,32,2304,0.082312,0.0032527518208821,0.00981,0.0953747518208821,0.0623185,3.264310558268229,2450.7472120680004,76.61334970012192,232.69192128766736,1.0
Llama2-7B,8,4,2,32,32,2304,0.055606,0.0038090618387858,0.00981,0.0692250618387858,0.0332945,2.3984964788411456,1667.7114330943837,77.93776281528588,175.20088393178324,1.0
Llama2-7B,8,2,4,32,32,2304,0.042803,0.0040872168477376,0.00981,0.0567002168477376,0.0186065,1.983013439127604,1008.566034166601,86.60540811966791,126.45931377425052,1.0
Llama2-7B,8,1,8,32,32,2304,0.0350185,0.0042958331044514,0.00981,0.0491243331044514,0.0112625,1.7332411593424475,576.9537577675442,100.2255588858892,89.43983080897351,1.0
Llama2-7B,8,8,1,32,32,2432,0.0831735,0.0032527518208821,0.0102499999999999,0.0966762518208821,0.0623185,3.305958558268229,2419.873044080343,76.56321819659638,230.1310459358941,1.0
Llama2-7B,8,4,2,32,32,2432,0.0564675,0.0038090618387858,0.0102499999999999,0.0705265618387858,0.0332945,2.440144478841145,1639.2471981411727,78.17391129200044,173.0506735998594,1.0
Llama2-7B,8,2,4,32,32,2432,0.0436645,0.0040872168477376,0.0102499999999999,0.0580017168477376,0.0186065,2.024661439127604,987.81947507321,86.84288160908748,124.30418533518004,1.0
Llama2-7B,8,1,8,32,32,2432,0.03588,0.0042958331044514,0.0102499999999999,0.0504258331044514,0.0112625,1.7748891593424476,563.415464417212,100.46568240071883,87.50146530162945,1.0
Llama2-7B,8,8,1,32,32,2560,0.0840245,0.0032527518208821,0.0106899999999999,0.0979672518208821,0.0623185,3.3472705582682294,2390.006980534894,77.08422252767518,229.3504350745176,1.0
Llama2-7B,8,4,2,32,32,2560,0.0573185,0.0038090618387858,0.0106899999999999,0.0718175618387858,0.0332945,2.481456478841145,1611.9565400832753,78.40996065554423,170.99618939684447,1.0
Llama2-7B,8,2,4,32,32,2560,0.0445155,0.0040872168477376,0.0106899999999999,0.0592927168477376,0.0186065,2.065973439127604,968.0666566771242,87.08025598533631,122.26114497385224,1.0
Llama2-7B,8,1,8,32,32,2560,0.036731,0.0042958331044514,0.0106899999999999,0.0517168331044514,0.0112625,1.816201159342448,550.5998027013969,100.7057068023777,85.67840073981934,1.0
Llama2-7B,8,8,1,32,32,2688,0.086688,0.0032527518208821,0.01113,0.1010707518208821,0.0623185,3.446582558268229,2321.139814512286,78.47977068008198,226.32824231751223,1.0
Llama2-7B,8,4,2,32,32,2688,0.058174,0.0038090618387858,0.01113,0.0731130618387858,0.0332945,2.522912478841145,1585.4691883078435,78.64607874873258,168.988892694186,1.0
Llama2-7B,8,2,4,32,32,2688,0.045371,0.0040872168477376,0.01113,0.0605882168477376,0.0186065,2.1074294391276043,949.0234704265704,87.31769909122968,120.28291625050927,1.0
Llama2-7B,8,1,8,32,32,2688,0.0375865,0.0042958331044514,0.01113,0.0530123331044515,0.0112625,1.857657159342448,538.3124625396263,100.94579993368112,83.92790624100509,1.0
Llama2-7B,8,8,1,32,32,2816,0.087544,0.0032527518208821,0.01157,0.1023667518208821,0.0623185,3.488054558268229,2293.5421067415555,78.71520080381174,224.7875377062156,1.0
Llama2-7B,8,4,2,32,32,2816,0.05903,0.0038090618387858,0.01157,0.0744090618387858,0.0332945,2.5643844788411454,1559.8285019287025,78.88217137881483,167.03830971288934,1.0
Llama2-7B,8,2,4,32,32,2816,0.046227,0.0040872168477376,0.01157,0.0618842168477376,0.0186065,2.148901439127604,930.7081114022365,87.55511673401698,118.37659367633768,1.0
Llama2-7B,8,1,8,32,32,2816,0.0384425,0.0042958331044514,0.01157,0.0543083331044514,0.0112625,1.8991291593424475,526.5571301881537,101.18586760187848,82.25423327199593,1.0
Llama2-7B,8,8,1,32,32,2944,0.0884055,0.0032527518208821,0.01201,0.1036682518208821,0.0623185,3.529702558268229,2266.479927964532,78.66506930028619,222.45524684631096,1.0
Llama2-7B,8,4,2,32,32,2944,0.0598915,0.0038090618387858,0.01201,0.0757105618387858,0.0332945,2.6060324788411453,1534.900287113354,79.1183198555294,165.12844029522006,1.0
Llama2-7B,8,2,4,32,32,2944,0.0470885,0.0040872168477376,0.01201,0.0631857168477376,0.0186065,2.1905494391276044,913.0129474715296,87.79259022343652,116.52604965044084,1.0
Llama2-7B,8,1,8,32,32,2944,0.039304,0.0042958331044514,0.01201,0.0556098331044514,0.0112625,1.940777159342448,515.2575066056572,101.4259911167081,80.64223036833728,1.0
Llama2-7B,8,8,1,32,32,3072,0.0892565,0.0032527518208821,0.01245,0.1049592518208821,0.0623185,3.5710145582682293,2240.25969915945,79.18607363136502,221.793577026225,1.0
Llama2-7B,8,4,2,32,32,3072,0.0607425,0.0038090618387858,0.01245,0.0770015618387858,0.0332945,2.6473444788411458,1510.9480583165243,79.35436921907315,163.3007556880955,1.0
Llama2-7B,8,2,4,32,32,3072,0.0479395,0.0040872168477376,0.01245,0.0644767168477376,0.0186065,2.2318614391276044,896.112977686359,88.02996459968533,114.76700398377818,1.0
Llama2-7B,8,1,8,32,32,3072,0.040155,0.0042958331044514,0.01245,0.0569008331044515,0.0112625,1.982089159342448,504.5181722964203,101.66601551836692,79.11998468307725,1.0
Llama2-7B,8,8,1,32,32,3200,0.092646,0.0032527518208821,0.0128899999999999,0.1087887518208821,0.0623185,3.693558558268229,2165.932900154397,81.13034215487792,218.9256475046897,1.0
Llama2-7B,8,4,2,32,32,3200,0.064132,0.0038090618387858,0.0128899999999999,0.0808310618387858,0.0332945,2.7698884788411453,1444.1014613243576,81.29930024893858,158.4608702538098,1.0
Llama2-7B,8,2,4,32,32,3200,0.049521,0.0040872168477376,0.0128899999999999,0.0664982168477376,0.0186065,2.296549439127604,870.8717373660132,88.81612807668486,112.09402081526632,1.0
Llama2-7B,8,1,8,32,32,3200,0.0417365,0.0042958331044514,0.0128899999999999,0.0589223331044514,0.0112625,2.046777159342448,488.57297211644783,102.45482902077654,76.71255152921945,1.0
Llama2-7B,8,8,1,32,32,3328,0.093502,0.0032527518208821,0.0133299999999999,0.1100847518208821,0.0623185,3.735030558268229,2141.883413052784,81.36577227860766,217.55088735697527,1.0
Llama2-7B,8,4,2,32,32,3328,0.064988,0.0038090618387858,0.0133299999999999,0.0821270618387858,0.0332945,2.811360478841145,1422.7986877189142,81.53539287902083,156.8277852815536,1.0
Llama2-7B,8,2,4,32,32,3328,0.050377,0.0040872168477376,0.0133299999999999,0.0677942168477376,0.0186065,2.338021439127604,855.424149038714,89.05354571947215,110.48388366649483,1.0
Llama2-7B,8,1,8,32,32,3328,0.0425925,0.0042958331044514,0.0133299999999999,0.0602183331044514,0.0112625,2.0882491593424475,478.8700598902107,102.69489668897384,75.34696299889495,1.0
Llama2-7B,8,8,1,32,32,3456,0.0943635,0.0032527518208821,0.01377,0.1113862518208821,0.0623185,3.776678558268229,2118.263409652832,81.31564077508212,215.43192223445007,1.0
Llama2-7B,8,4,2,32,32,3456,0.0658495,0.0038090618387858,0.01377,0.0834285618387858,0.0332945,2.853008478841146,1402.028781079805,81.77154135573541,155.22430192282283,1.0
Llama2-7B,8,2,4,32,32,3456,0.0512385,0.0040872168477376,0.01377,0.0690957168477376,0.0186065,2.3796694391276043,840.4528658960328,89.2910192088917,108.91592651142662,1.0
Llama2-7B,8,1,8,32,32,3456,0.043454,0.0042958331044514,0.01377,0.0615198331044515,0.0112625,2.129897159342448,469.5062367747018,102.93502020380348,74.0258521970097,1.0
Llama2-7B,8,8,1,32,32,3584,0.0952145,0.0032527518208821,0.01421,0.1126772518208821,0.0623185,3.817990558268229,2095.343054915425,81.83664510616094,214.87442854334407,1.0
Llama2-7B,8,4,2,32,32,3584,0.0667005,0.0038090618387858,0.01421,0.0847195618387858,0.0332945,2.8943204788411454,1382.0169636506723,82.00759071927916,153.6862368334554,1.0
Llama2-7B,8,2,4,32,32,3584,0.0520895,0.0040872168477376,0.01421,0.0703867168477376,0.0186065,2.420981439127604,826.1112488002784,89.5283935851405,107.4213536139007,1.0
Llama2-7B,8,1,8,32,32,3584,0.044305,0.0042958331044514,0.01421,0.0628108331044514,0.0112625,2.1712091593424474,460.5728543918131,103.17504460546232,72.77327940234056,1.0
Llama2-7B,8,8,1,32,32,3712,0.097878,0.0032527518208821,0.01465,0.1157807518208821,0.0623185,3.917302558268229,2042.2216259794493,83.23219325856772,212.5916785655809,1.0
Llama2-7B,8,4,2,32,32,3712,0.067556,0.0038090618387858,0.01465,0.0860150618387858,0.0332945,2.9357764788411456,1362.5015490208373,82.24370881246752,152.17691399074016,1.0
Llama2-7B,8,2,4,32,32,3712,0.052945,0.0040872168477376,0.01465,0.0716822168477376,0.0186065,2.462437439127604,812.2033754930899,89.7658366910339,105.96590411161812,1.0
Llama2-7B,8,1,8,32,32,3712,0.0451605,0.0042958331044514,0.01465,0.0641063331044514,0.0112625,2.212665159342448,451.94366430805854,103.4151377367658,71.56083423066468,1.0
Llama2-7B,8,8,1,32,32,3840,0.098734,0.0032527518208821,0.01509,0.1170767518208821,0.0623185,3.958774558268229,2020.8273753026265,83.46762338229745,211.3446821315288,1.0
Llama2-7B,8,4,2,32,32,3840,0.068412,0.0038090618387858,0.01509,0.0873110618387858,0.0332945,2.9772484788411457,1343.522392715084,82.47980144254979,150.70419195928665,1.0
Llama2-7B,8,2,4,32,32,3840,0.053801,0.0040872168477376,0.01509,0.0729782168477376,0.0186065,2.503909439127604,798.7509327401341,90.00325433382119,104.55574052273792,1.0
Llama2-7B,8,1,8,32,32,3840,0.0460165,0.0042958331044514,0.01509,0.0654023331044515,0.0112625,2.254137159342448,443.6287276732127,103.6552054049631,70.3926889030043,1.0
Llama2-7B,8,8,1,32,32,3968,0.0995955,0.0032527518208821,0.0155299999999999,0.1183782518208821,0.0623185,4.000422558268229,1999.788743182964,83.41749187877191,209.3907151396697,1.0
Llama2-7B,8,4,2,32,32,3968,0.0692735,0.0038090618387858,0.0155299999999999,0.0886125618387858,0.0332945,3.0188964788411456,1324.987467452169,82.71594991926432,149.25611871650833,1.0
Llama2-7B,8,2,4,32,32,3968,0.0546625,0.0040872168477376,0.0155299999999999,0.0742797168477376,0.0186065,2.545557439127604,785.6825264510339,90.24072782324072,103.17942810798164,1.0
Llama2-7B,8,1,8,32,32,3968,0.046878,0.0042958331044514,0.0155299999999999,0.0667038331044515,0.0112625,2.295785159342448,435.58082773146646,103.89532891979272,69.25912002951328,1.0
Llama2-7B,8,8,1,32,32,4096,0.1004465,0.0032527518208821,0.0159699999999999,0.1196692518208821,0.0623185,4.041734558268229,1979.348194362318,83.93849620985073,208.91344200606977,1.0
Llama2-7B,8,4,2,32,32,4096,0.0701245,0.0038090618387858,0.0159699999999999,0.0899035618387858,0.0332945,3.0602084788411457,1307.100489282593,82.95199928280809,147.86558065085686,1.0
Llama2-7B,8,2,4,32,32,4096,0.0555135,0.0040872168477376,0.0159699999999999,0.0755707168477376,0.0186065,2.586869439127604,773.1352691206866,90.47810219948954,101.8649767618344,1.0
Llama2-7B,8,1,8,32,32,4096,0.047729,0.0042958331044514,0.0159699999999999,0.0679948331044515,0.0112625,2.337097159342448,427.8812269325398,104.13535332145152,68.18139477666328,1.0
Llama2-13B,20,20,1,32,32,128,0.088245,0.0056851889910016,0.00290525,0.0968354389910016,0.077148,4.100565559640067,4877.375988534501,127.10470208831433,720.1807586169997,1.0
Llama2-13B,20,10,2,32,32,128,0.0531435,0.0074477834865025,0.00290525,0.0634965334865025,0.040868,2.7307293394601007,3662.025326163275,134.6907875485031,633.6183519550985,1.0
Llama2-13B,20,5,4,32,32,128,0.0370305,0.0083929428536551,0.00290525,0.0483286928536551,0.024332,2.1074797141462054,2372.502077452086,158.8912506934031,536.3526373307243,1.0
Llama2-13B,20,4,5,32,32,128,0.0319465,0.0085462119402204,0.00290525,0.0433979619402204,0.0189515,1.9048699776088167,2099.880856446275,155.73931908678685,487.5004118973498,1.0
Llama2-13B,20,2,10,32,32,128,0.0244845,0.0091337434387207,0.00290525,0.0365234934387207,0.0118385,1.622778237548828,1232.4542896390806,184.48457677980247,376.7374804055681,1.0
Llama2-13B,20,1,20,32,32,128,0.0232955,0.0094062218148367,0.00290525,0.0356069718148367,0.010106,1.5843848725934708,631.1597751896643,324.4938480446744,348.2366208545366,1.0
Llama2-13B,20,20,1,32,32,256,0.089365,0.0056851889910016,0.00345525,0.0985054389910016,0.077148,4.167365559640067,4799.195010319035,127.57344198608236,713.777440754671,1.0
Llama2-13B,20,10,2,32,32,256,0.0542635,0.0074477834865025,0.00345525,0.0651665334865025,0.040868,2.7975293394601,3574.582707300549,135.16056261244697,622.7047767488596,1.0
Llama2-13B,20,5,4,32,32,256,0.0381505,0.0083929428536551,0.00345525,0.0499986928536551,0.024332,2.174279714146205,2299.6121278551304,159.3630960896986,522.1527112675409,1.0
Llama2-13B,20,4,5,32,32,256,0.0330665,0.0085462119402204,0.00345525,0.0450679619402204,0.0189515,1.971669977608817,2028.737083500699,156.2121996492581,472.4183074993062,1.0
Llama2-13B,20,2,10,32,32,256,0.0256045,0.0091337434387207,0.00345525,0.0381934934387207,0.0118385,1.689578237548828,1183.727367903081,184.9626331731528,361.1916521962015,1.0
Llama2-13B,20,1,20,32,32,256,0.0244155,0.0094062218148367,0.00345525,0.0372769718148367,0.010106,1.6511848725934708,605.6257034558023,324.9822560997827,332.7622372056508,1.0
Llama2-13B,20,20,1,32,32,384,0.0904475,0.0056851889910016,0.00400525,0.1001379389910016,0.077148,4.232665559640068,4725.15480332463,127.59542645410367,705.3562920705583,1.0
Llama2-13B,20,10,2,32,32,384,0.055346,0.0074477834865025,0.00400525,0.0667990334865025,0.040868,2.8628293394601005,3493.0478957177006,135.62992051671765,612.6455413070397,1.0
Llama2-13B,20,5,4,32,32,384,0.039233,0.0083929428536551,0.00400525,0.0516311928536551,0.024332,2.239579714146205,2232.5617473750654,159.83452432632083,509.24771342467074,1.0
Llama2-13B,20,4,5,32,32,384,0.034149,0.0085462119402204,0.00400525,0.0467004619402204,0.0189515,2.036969977608817,1963.7010088364525,156.68466305205618,458.8265045888787,1.0
Llama2-13B,20,2,10,32,32,384,0.026687,0.0091337434387207,0.00400525,0.0398259934387207,0.0118385,1.754878237548828,1139.6802109721027,185.44027240682988,347.43559112457365,1.0
Llama2-13B,20,1,20,32,32,384,0.025498,0.0094062218148367,0.00400525,0.0389094718148367,0.010106,1.716484872593471,582.5859673840762,325.47024699521785,319.113505956563,1.0
Llama2-13B,20,20,1,32,32,512,0.0915625,0.0056851889910016,0.00455525,0.1018029389910016,0.077148,4.299265559640068,4651.957345401662,128.51045597927217,701.7635821393704,1.0
Llama2-13B,20,10,2,32,32,512,0.056461,0.0074477834865025,0.00455525,0.0684640334865025,0.040868,2.9294293394601,3413.6341386691447,136.0996469379883,602.6267996404081,1.0
Llama2-13B,20,5,4,32,32,512,0.040348,0.0083929428536551,0.00455525,0.0532961928536551,0.024332,2.306179714146205,2168.087755403356,160.3063210799432,496.6365156883339,1.0
Llama2-13B,20,4,5,32,32,512,0.035264,0.0085462119402204,0.00455525,0.0483654619402204,0.0189515,2.1035699776088164,1901.529325184088,157.1574949718544,445.65986550548536,1.0
Llama2-13B,20,2,10,32,32,512,0.027802,0.0091337434387207,0.00455525,0.0414909934387207,0.0118385,1.821478237548828,1098.0092755274472,185.91828015750707,334.3613411939918,1.0
Llama2-13B,20,1,20,32,32,512,0.026613,0.0094062218148367,0.00455525,0.0405744718148367,0.010106,1.7830848725934711,560.8257999214106,325.958606407653,306.2024258892767,1.0
Llama2-13B,20,20,1,32,32,640,0.094985,0.0056851889910016,0.00510525,0.1057754389910016,0.077148,4.458165559640068,4486.150128891739,130.792353867091,688.4895186981682,1.0
Llama2-13B,20,10,2,32,32,640,0.0576235,0.0074477834865025,0.00510525,0.0701765334865025,0.040868,2.997929339460101,3335.63565637638,136.5699353582785,592.5097198117021,1.0
Llama2-13B,20,5,4,32,32,640,0.0415105,0.0083929428536551,0.00510525,0.0550086928536551,0.024332,2.374679714146205,2105.5471060852965,160.7786798325849,484.1506360817893,1.0
Llama2-13B,20,4,5,32,32,640,0.0364265,0.0085462119402204,0.00510525,0.0500779619402204,0.0189515,2.172069977608817,1841.5612946335689,157.63088889067186,432.7368506188402,1.0
Llama2-13B,20,2,10,32,32,640,0.0289645,0.0091337434387207,0.00510525,0.0432034934387207,0.0118385,1.889978237548828,1058.2132430232966,186.3968499072036,321.7677672792618,1.0
Llama2-13B,20,1,20,32,32,640,0.0277755,0.0094062218148367,0.00510525,0.0422869718148367,0.010106,1.8515848725934707,540.0778623770693,326.4475278191074,293.8268688404417,1.0
Llama2-13B,20,20,1,32,32,768,0.096105,0.0056851889910016,0.00565525,0.1074454389910016,0.077148,4.524965559640068,4419.923143368825,131.26109376485903,682.9046031156499,1.0
Llama2-13B,20,10,2,32,32,768,0.0587435,0.0074477834865025,0.00565525,0.0718465334865025,0.040868,3.0647293394601003,3262.930879815199,137.03971042222233,583.2122295327242,1.0
Llama2-13B,20,5,4,32,32,768,0.0426305,0.0083929428536551,0.00565525,0.0566786928536551,0.024332,2.441479714146205,2047.938375661876,161.25052522888038,472.8144322400638,1.0
Llama2-13B,20,4,5,32,32,768,0.0375465,0.0085462119402204,0.00565525,0.0517479619402204,0.0189515,2.238869977608817,1786.6155873295174,158.10376945314317,421.0879028754828,1.0
Llama2-13B,20,2,10,32,32,768,0.0300845,0.0091337434387207,0.00565525,0.0448734934387207,0.0118385,1.956778237548828,1022.088227281858,186.87490630055387,310.5833673495552,1.0
Llama2-13B,20,1,20,32,32,768,0.0288955,0.0094062218148367,0.00565525,0.0439569718148367,0.010106,1.918384872593471,521.2718335544924,326.9359358742157,282.86059756209085,1.0
Llama2-13B,20,20,1,32,32,896,0.0971875,0.0056851889910016,0.00620525,0.1090779389910016,0.077148,4.590265559640067,4357.046393099802,131.28313920000463,675.4116486173871,1.0
Llama2-13B,20,10,2,32,32,896,0.059826,0.0074477834865025,0.00620525,0.0734790334865025,0.040868,3.1300293394601004,3194.85823149661,137.509068326493,574.6208518306964,1.0
Llama2-13B,20,5,4,32,32,896,0.043713,0.0083929428536551,0.00620525,0.0583111928536551,0.024332,2.506779714146205,1994.5908975503944,161.72195346550265,462.45382799597,1.0
Llama2-13B,20,4,5,32,32,896,0.038629,0.0085462119402204,0.00620525,0.0533804619402204,0.0189515,2.304169977608817,1735.983038955769,158.57623285594124,410.5108412227632,1.0
Llama2-13B,20,2,10,32,32,896,0.031167,0.0091337434387207,0.00620525,0.0465059934387207,0.0118385,2.022078237548828,989.0814128064642,187.35254553423096,300.5623665001941,1.0
Llama2-13B,20,1,20,32,32,896,0.029978,0.0094062218148367,0.00620525,0.0455894718148367,0.010106,1.983684872593471,504.11232843279146,327.4239267696508,273.0535115498455,1.0
Llama2-13B,20,20,1,32,32,1024,0.0983025,0.0056851889910016,0.00675525,0.1107429389910016,0.077148,4.656865559640068,4294.734246428581,132.1981077580489,672.4046069939673,1.0
Llama2-13B,20,10,2,32,32,1024,0.060941,0.0074477834865025,0.00675525,0.0751440334865025,0.040868,3.1966293394601006,3128.295131549085,137.9787947477638,566.034339556964,1.0
Llama2-13B,20,5,4,32,32,1024,0.044828,0.0083929428536551,0.00675525,0.0599761928536551,0.024332,2.573379714146205,1942.9701619680711,162.19375021912504,452.26685949385705,1.0
Llama2-13B,20,4,5,32,32,1024,0.039744,0.0085462119402204,0.00675525,0.0550454619402204,0.0189515,2.370769977608817,1687.2155619392654,159.0490647757394,400.1838385057855,1.0
Llama2-13B,20,2,10,32,32,1024,0.032282,0.0091337434387207,0.00675525,0.0481709934387207,0.0118385,2.088678237548828,957.54337075255,187.8305532849081,290.921493843176,1.0
Llama2-13B,20,1,20,32,32,1024,0.031093,0.0094062218148367,0.00675525,0.0472544718148367,0.010106,2.050284872593471,487.7371010083433,327.91228618208606,263.6544287959398,1.0
Llama2-13B,20,20,1,32,32,1152,0.103115,0.0056851889910016,0.00730525,0.1161054389910016,0.077148,4.871365559640068,4105.624953648058,135.7924478875317,658.4514759614589,1.0
Llama2-13B,20,10,2,32,32,1152,0.0657535,0.0074477834865025,0.00730525,0.0805065334865025,0.040868,3.4111293394601003,2931.5804253798124,141.5741700434223,538.2761755778106,1.0
Llama2-13B,20,5,4,32,32,1152,0.0473805,0.0083929428536551,0.00730525,0.0630786928536551,0.024332,2.697479714146205,1853.58205801469,163.97855121343062,432.6108610436536,1.0
Llama2-13B,20,4,5,32,32,1152,0.0422965,0.0085462119402204,0.00730525,0.0581479619402204,0.0189515,2.494869977608817,1603.2899653687602,160.83490093622075,380.25581534221686,1.0
Llama2-13B,20,2,10,32,32,1152,0.0348345,0.0091337434387207,0.00730525,0.0512734934387207,0.0118385,2.212778237548828,903.8411378337986,189.6215652762685,272.1749490824737,1.0
Llama2-13B,20,1,20,32,32,1152,0.0336455,0.0094062218148367,0.00730525,0.0503569718148367,0.010106,2.1743848725934707,459.900182623724,329.7136498352045,244.99089762019025,1.0
Llama2-13B,20,20,1,32,32,1280,0.104235,0.0056851889910016,0.00785525,0.1177754389910016,0.077148,4.938165559640068,4050.0869722678462,136.26118778529974,653.6249234196755,1.0
Llama2-13B,20,10,2,32,32,1280,0.0668735,0.0074477834865025,0.00785525,0.0821765334865025,0.040868,3.4779293394601,2875.274056474177,142.0439451073662,531.0173129392293,1.0
Llama2-13B,20,5,4,32,32,1280,0.0485005,0.0083929428536551,0.00785525,0.0647486928536551,0.024332,2.764279714146205,1808.7894558616813,164.45039660972608,423.8368589234288,1.0
Llama2-13B,20,4,5,32,32,1280,0.0434165,0.0085462119402204,0.00785525,0.0598179619402204,0.0189515,2.5616699776088168,1561.4813910314035,161.307781498692,371.5356638575013,1.0
Llama2-13B,20,2,10,32,32,1280,0.0359545,0.0091337434387207,0.00785525,0.0529434934387207,0.0118385,2.279578237548828,877.3552787337313,190.0996216696188,264.36137572434444,1.0
Llama2-13B,20,1,20,32,32,1280,0.0347655,0.0094062218148367,0.00785525,0.0520269718148367,0.010106,2.241184872593471,446.1925529788234,330.20205789031274,237.4495245935717,1.0
Llama2-13B,20,20,1,32,32,1408,0.1053175,0.0056851889910016,0.00840525,0.1194079389910016,0.077148,5.003465559640068,3997.229472573552,136.28323322044525,647.0113381937725,1.0
Llama2-13B,20,10,2,32,32,1408,0.067956,0.0074477834865025,0.00840525,0.0838090334865025,0.040868,3.5432293394601,2822.28414870931,142.5133030116369,524.2852103259346,1.0
Llama2-13B,20,5,4,32,32,1408,0.049583,0.0083929428536551,0.00840525,0.0663811928536551,0.024332,2.829579714146205,1767.04687802326,164.92182484634833,415.7721014418962,1.0
Llama2-13B,20,4,5,32,32,1408,0.044499,0.0085462119402204,0.00840525,0.0614504619402204,0.0189515,2.626969977608817,1522.6668116096916,161.7802449014901,363.5592820096858,1.0
Llama2-13B,20,2,10,32,32,1408,0.037037,0.0091337434387207,0.00840525,0.0545759934387207,0.0118385,2.344878237548828,852.9227522238682,190.5772609032959,257.279559499009,1.0
Llama2-13B,20,1,20,32,32,1408,0.035848,0.0094062218148367,0.00840525,0.0536594718148367,0.010106,2.3064848725934706,433.5601815049298,330.69004878574776,230.6195943886325,1.0
Llama2-13B,20,20,1,32,32,1536,0.1064325,0.0056851889910016,0.00895525,0.1210729389910016,0.077148,5.070065559640067,3944.722166752383,137.19820177848956,644.5315189368357,1.0
Llama2-13B,20,10,2,32,32,1536,0.069071,0.0074477834865025,0.00895525,0.0854740334865025,0.040868,3.6098293394601,2770.214062666918,142.98302943290756,517.52193189945,1.0
Llama2-13B,20,5,4,32,32,1536,0.050698,0.0083929428536551,0.00895525,0.0680461928536551,0.024332,2.8961797141462053,1726.4122027986796,165.39362159997066,407.79128762468616,1.0
Llama2-13B,20,4,5,32,32,1536,0.045614,0.0085462119402204,0.00895525,0.0631154619402204,0.0189515,2.693569977608817,1485.0180367509702,162.25307682128826,355.7089420381643,1.0
Llama2-13B,20,2,10,32,32,1536,0.038152,0.0091337434387207,0.00895525,0.0562409934387207,0.0118385,2.411478237548828,829.3668045011763,191.055268653973,250.38696353267605,1.0
